,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Frequencies predict de-grid5,65536.0,5973.470817098378,5973.470817098378,4778.971220927756,5973.470817098378,5973.470817098378,65536.0,65536.0,12899.249980086895,65536.0,5695.815825583903,5695.815825583903,4381.523542496751,6328.623220362096,7119.632463393907,65536.0,65536.0,20487.429611910986,65536.0,4437.972074905572,4437.972074905572,3106.673438257848,4437.972074905572,5177.5824279175995,65536.0,65536.0,11174.448414962055,65536.0,4372.54571711229,4372.54571711229,2732.922451909067,4372.54571711229,4372.54571711229,65536.0,65536.0,7864.236567728094,65536.0,1996.2739196668836,1996.2739196668836,1425.9384937424293,1996.2739196668836,2495.317417100678,65536.0,65536.0,3590.395251217516,65536.0,6264.129081348491,6264.129081348491,4698.188770162809,6264.129081348491,7516.881329584529,65536.0,65536.0,13519.481578975125
Frequencies predict de-grid6,65536.0,8718.594098944057,8718.594098944057,6975.0698538862025,8718.594098944057,8718.594098944057,65536.0,65536.0,18827.650619227432,65536.0,8950.253853200655,8950.253853200655,6884.937413304126,9944.665471916558,11187.679995031649,65536.0,65536.0,32194.218362539585,65536.0,6973.778998592241,6973.778998592241,4881.738286751636,6973.778998592241,8136.023838057545,65536.0,65536.0,17559.670386028447,65536.0,6871.019262117228,6871.019262117228,4294.468418808843,6871.019262117228,6871.019262117228,65536.0,65536.0,12357.962025880577,65536.0,3136.944770783244,3136.944770783244,2240.7033878127336,3136.944770783244,3921.1559807232757,65536.0,65536.0,5641.992576805486,65536.0,9843.421218344438,9843.421218344438,7382.65787442381,9843.421218344438,11812.031892985902,65536.0,65536.0,21244.689425282002
Frequencies predict de-grid7,65536.0,14839.477070095914,14839.477070095914,11871.776237515218,14839.477070095914,14839.477070095914,65536.0,65536.0,32046.381763758778,65536.0,12204.691877411036,12204.691877411036,9388.351279653614,13560.707720387763,15255.727523945518,65536.0,65536.0,43901.00711260044,65536.0,9509.585920875255,9509.585920875255,6656.803133248551,9509.585920875255,11094.465247025146,65536.0,65536.0,23944.89235654539,65536.0,9369.492806415708,9369.492806415708,5856.014384591291,9369.492806415708,9369.492806415708,65536.0,65536.0,16851.68748361234,65536.0,4277.615621592935,4277.615621592935,3055.4682814381094,4277.615621592935,5346.994544082644,65536.0,65536.0,7693.589902261288,65536.0,13422.713353947864,13422.713353947864,10067.1269768297,13422.713353947864,16107.182455237864,65536.0,65536.0,28969.89727092497
Frequencies predict de-grid8,,,,,,,,,,65536.0,14645.520394671583,14645.520394671583,11265.911678304921,16272.739405947037,18306.763169934395,65536.0,65536.0,52681.09867435777,65536.0,11411.441112215982,11411.441112215982,7988.101767593446,11411.441112215982,13313.296303445573,65536.0,65536.0,28733.8088344391,65536.0,11243.34796445438,11243.34796445438,7027.173858652879,11243.34796445438,11243.34796445438,65536.0,65536.0,20221.98157672374,65536.0,5133.118759595582,5133.118759595582,3666.541951536068,5133.118759595582,6416.373466571292,65536.0,65536.0,9232.287896301332,65536.0,16107.182455237864,16107.182455237864,12080.47880318832,16107.182455237864,19328.54537663272,65536.0,65536.0,34763.803155122936
Frequencies predict de-grid9,,,,,,,,,,65536.0,17899.958417113157,17899.958417113157,13769.325542395638,19888.781652859445,22374.810697404097,65536.0,65536.0,64387.887423621025,65536.0,13947.248033770105,13947.248033770105,9763.166613075819,13947.248033770105,16271.737711798904,65536.0,65536.0,35119.03080474535,65536.0,13741.821508373107,13741.821508373107,8588.719823841986,13741.821508373107,13741.821508373107,65536.0,65536.0,24715.707034426418,65536.0,6273.789610246891,6273.789610246891,4481.3068449318325,6273.789610246891,7842.212029786747,65536.0,65536.0,11283.885221562772,65536.0,19686.47459016477,19686.47459016477,14764.947904614515,19686.47459016477,23623.695938386394,65536.0,65536.0,42489.01100007879
Frequencies predict de-grid10,,,,,,,,,,65536.0,21154.396439210148,21154.396439210148,16272.739405947037,23504.823899465737,26442.85822453133,65536.0,65536.0,65536.0,65536.0,16483.05495522998,16483.05495522998,11538.231458305414,16483.05495522998,19230.1791200106,65536.0,65536.0,41504.25277471908,65536.0,16240.295052214517,16240.295052214517,10150.265788948842,16240.295052214517,16240.295052214517,65536.0,65536.0,29209.432492013344,65536.0,7414.460460822171,7414.460460822171,5296.071738247861,7414.460460822171,9268.050593015527,65536.0,65536.0,13335.48254691276,65536.0,23265.766724891524,23265.766724891524,17449.41700591775,23265.766724891524,27918.846499861975,65536.0,65536.0,50214.21884546187
Frequencies predict de-grid11,,,,,,,,,,65536.0,24408.834461039172,24408.834461039172,18776.15326926813,27120.86614583087,30510.905751541883,65536.0,65536.0,65536.0,65536.0,19018.861876534043,19018.861876534043,13313.296303445573,19018.861876534043,22188.620528023996,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,11711.811753963559,18738.76859601465,18738.76859601465,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,6110.836631556461,8555.131311379297,10693.889156165913,65536.0,65536.0,15387.079872106855,65536.0,26845.05885953878,26845.05885953878,20133.886106982565,26845.05885953878,32213.99706127872,65536.0,65536.0,57939.42669078791
Frequencies backward kernels0,(undefined),296.2769816890026,296.2769816890026,294.7735791836968,296.0841938775655,295.16443145837826,600.9919016322261,(undefined),568.4362556970387,(undefined),250.4107930986782,250.4107930988296,249.03756140580984,250.46159781806534,249.95843174602032,456.27555304534553,(undefined),320.9447391063214,(undefined),141.56463658086804,141.56463684352607,140.56350266028002,141.3921021569067,141.14717277972915,257.0242510089,(undefined),181.06580428946253,(undefined),100.0,100.0,100.0,100.0,100.0,179.5602021098511,(undefined),126.76079324381075,(undefined),100.0,100.0,100.0,100.0,100.0,100.0,(undefined),100.0,(undefined),166.88819651392174,166.88819656779282,166.39031480662285,166.79824754255486,166.68920568633087,304.3268553406974,(undefined),214.8627280819143
Frequencies backward kernels1,,298.80180999603783,298.80180999603783,296.1936641503792,298.4678585471355,296.8725906422413,624.3068026500322,,568.7191275714604,,252.50981918369484,252.5098191839515,249.99909554937227,252.6025062018623,251.68390866770662,460.4156709221076,,321.1775679609643,,142.96255549384622,142.9625559723947,141.13358951865112,142.64805659031293,142.2010920809892,258.98993891166475,,181.0986895150543,,100.0,100.0,100.0,100.0,100.0,180.61380810693075,,126.76322321000433,,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,167.6280928440284,167.62809294266546,166.71537145824183,167.46334653550159,167.2635417410085,306.08582907900393,,214.8663821777743
Frequencies backward kernels2,,303.3284264699268,303.3284264699268,298.7519238967783,302.74400945076525,299.9459501618468,664.5592743709678,,569.622148463563,,254.97638438489938,254.97638438529188,251.1341428070929,255.1178659584914,253.71455070639993,465.2773639768608,,321.63094464022424,,144.60277027753176,144.60277100690027,141.80642100167498,144.1231811769933,143.44069970939898,261.30155275327223,,181.16275284055416,,100.50671144301633,100.50671153638635,100.0,100.25141244095043,100.0,181.85505534960842,,126.76795654369104,,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,168.5010095115591,168.5010096627865,167.09979973157556,168.2483670852765,167.94179792077463,308.15824897440183,,214.87349993375022
Frequencies backward kernels3,,310.971183249969,310.9711832499581,303.10664355158923,309.9712683577243,305.1662193166911,728.7790658476149,,572.3471355203595,,260.78296015413434,260.78296015483244,253.82813414773278,261.03755932387423,258.50763096633216,476.70842779768566,,323.4898038917681,,148.45379261572666,148.45379392370955,143.402793524202,147.59269371009924,146.36367089495045,266.75059506672244,,181.42596454196993,,102.61719341788944,102.61719358622743,100.0,102.15647550100466,100.85684298969355,184.79039230528434,,126.78740920165475,,100.0,100.0,100.0,100.0,100.0,103.48969870129801,,100.0,,170.57068103926912,170.5706813141732,168.0153924340296,170.111153546702,169.55283365639843,313.05994728155224,,214.9027516495355
Frequencies backward kernels4,,324.294375919203,324.2943759191792,310.80022312070446,322.59086661307276,314.3558033649149,832.274384793761,,580.9235154001583,,274.949450065049,274.9494500664795,260.526632709083,275.4704669819882,270.2720526920246,504.5215422014586,,332.9430346251011,,157.794089394449,157.7940920511496,147.36872847904303,156.04050592052695,153.52139478553005,280.084689072182,,182.78034482061048,,107.78033120816238,107.78033155408743,101.48065853627149,106.83156326246024,104.1329007041181,192.02644023821557,,126.88779493556193,,100.0,100.0,100.0,100.0,100.0,123.76556536898325,,100.0,,175.7040063894874,175.7040069652217,170.3113565606815,174.7403326582078,173.56593244994374,325.1478490366283,,215.05370784657586
