Frequency Max [GHz],0.35,0.35,1.05,1.05,13.5,13.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.95,0.95,0.95,0.95,1.5,1.5,1.5,1.4,1.56,1.56,1.56,1.425,12.0,12.0,12.0,1.5,1.5,1.5,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,11.0,11.0,11.0,11.0,11.0,11.0
Pipeline,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,41000,41000,65536,65536,65536,65536,100,5000,65536,65536,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W max3 [lambda],4.059554556853894,11.754816906155053,56.62898668279516,1018.2003279159976,4567.838087883707,26781.19430940348,4.299181122384425,3.7115930194310156,3.626155324924811,112.16444479006807,4.299181122384425,3.7115930194310156,3.626155324924811,112.16444479006807,4.299181122384425,3.7115930194310156,3.626155324924811,112.16444479006807,428.3135473404739,286.02801327873914,223.13625655014937,5358.2695487783885,690.2965774783044,574.7942476461458,1022.572642900309,6680.0319556858585,487.14892676606235,744.0405592290319,453.6928707614441,3285.2630281214406,10951.064226839833,7105.877918758233,5034.055661757104,376.21982801465555,312.814230524436,58.83530002070854,364.21548412221864,247.41985856131853,189.70760131947017,364.21548412221864,247.41985856131853,189.70760131947017,364.21548412221864,247.41985856131853,189.70760131947017,5175.111999679612,4370.247677952075,917.8467394051711,5175.111999679612,4370.247677952075,917.8467394051711
Delta W max4 [lambda],5.9414672653292095,17.204069776558057,94.38164447132526,1697.0005465266627,7613.063479806178,44635.3238490058,6.292178993688464,5.432199054928837,5.307154482174723,164.1612072755301,6.292178993688464,5.432199054928837,5.307154482174723,164.1612072755301,6.292178993688464,5.432199054928837,5.307154482174723,164.1612072755301,713.8559122341231,476.7133554645652,371.8937609169156,8930.449247963981,1150.494295797174,957.9904127435764,1704.2877381671817,11133.386592809764,,,,,18251.77371139972,11843.129864597056,8390.092769595172,627.0330466910926,521.3570508740601,98.05883336784755,607.0258068703644,412.36643093553084,316.1793355324503,607.0258068703644,412.36643093553084,316.1793355324503,607.0258068703644,412.36643093553084,316.1793355324503,8625.186666132688,7283.746129920124,1529.7445656752852,8625.186666132688,7283.746129920124,1529.7445656752852
Delta W max5 [lambda],8.65679845898645,25.06656320385382,132.13430225985536,2375.8007651373277,10658.28887172865,62489.45338860812,9.167790207998577,7.91478776328998,7.732596123349597,239.1851074331253,9.167790207998577,7.91478776328998,7.732596123349597,239.1851074331253,9.167790207998577,7.91478776328998,7.732596123349597,239.1851074331253,999.3982771277724,667.3986976503913,520.6512652836818,12502.628947149575,,,,,,,,,25552.48319595961,16580.38181043588,11746.129877433243,877.8462653675297,729.899871223684,137.28236671498658,849.8361296185101,577.3130033097432,442.6510697454304,849.8361296185101,577.3130033097432,442.6510697454304,849.8361296185101,577.3130033097432,442.6510697454304,12075.261332585764,10197.244581888173,2141.642391945399,12075.261332585764,10197.244581888173,2141.642391945399
Delta W max6 [lambda],12.635699922871826,36.58784070127732,207.6396178369156,3733.401202358658,16748.739655573594,98197.71246781276,13.381557135898543,11.552640524056804,11.552639929482813,349.121119545245,13.381557135898543,11.552640524056804,11.552639929482813,349.121119545245,13.381557135898543,11.552640524056804,11.552639929482813,349.121119545245,1142.169459574597,762.7413687433043,595.0300174670649,14288.71879674237,,,,,,,,,40153.90216507939,26054.885702113523,18458.20409310938,1254.0660933821853,1042.7141017481201,196.1176991197852,1335.4567751148015,907.206148058168,695.5945381713906,1335.4567751148015,907.206148058168,695.5945381713906,1335.4567751148015,907.206148058168,695.5945381713906,18975.410665491912,16024.241485824272,3365.4380444856274,18975.410665491912,16024.241485824272,3365.4380444856274
Delta W max7 [lambda],36.608637169026565,62.27717566174863,283.1449334139758,5091.0016395799885,22839.190439418537,133905.9715470174,33.47075398311001,33.47075398311001,33.47075398311001,594.248714119566,33.47075398311001,33.47075398311001,33.47075398311001,594.248714119566,33.47075398311001,33.47075398311001,33.47075398311001,594.248714119566,,,,,,,,,,,,,54755.32113419916,35529.389593791166,25170.278308785517,,,,1821.0774206110932,1237.0992928065925,948.5380065973509,1821.0774206110932,1237.0992928065925,948.5380065973509,1821.0774206110932,1237.0992928065925,948.5380065973509,25875.559998398065,21851.238389760372,4589.233697025856,25875.559998398065,21851.238389760372,4589.233697025856
Delta W max8 [lambda],,,339.77392009677095,6109.201967495986,27407.028527302242,160687.16585642088,,,,,,,,,,,,,,,,,,,,,,,,,65706.38536103899,42635.2675125494,30204.333970542622,,,,2185.292904733312,1484.519151367911,1138.245607916821,2185.292904733312,1484.519151367911,1138.245607916821,2185.292904733312,1484.519151367911,1138.245607916821,31050.671998077676,26221.486067712445,5507.080436431027,31050.671998077676,26221.486067712445,5507.080436431027
Delta W max9 [lambda],,,415.2792356738312,7466.802404717316,33497.47931114719,196395.42493562552,,,,,,,,,,,,,,,,,,,,,,,,,80307.80433015877,52109.771404227045,36916.40818621876,,,,2670.913550229603,1814.412296116336,1391.1890763427812,2670.913550229603,1814.412296116336,1391.1890763427812,2670.913550229603,1814.412296116336,1391.1890763427812,37950.821330983825,32048.482971648544,6767.513343329773,37950.821330983825,32048.482971648544,6767.513343329773
Delta W max10 [lambda],,,580.0180951467647,8824.402841938647,39587.93009499213,232103.68401483016,,,,,,,,,,,,,,,,,,,,,,,,,94909.22329927856,61584.27529590469,43628.4824018949,,,,3156.5341957258947,2144.3054408647604,1644.1325447687416,3156.5341957258947,2144.3054408647604,1644.1325447687416,3156.5341957258947,2144.3054408647604,1644.1325447687416,44850.97066388997,37875.47987558464,9452.146735725055,44850.97066388997,37875.47987558464,9452.146735725055
Delta W max11 [lambda],,,772.2134402841542,10182.003279159977,45678.38087883707,267811.9430940348,,,,,,,,,,,,,,,,,,,,,,,,,109510.64226839833,71058.77918758233,50340.556617571034,,,,3642.1548412221864,2474.198585613185,1897.0760131947018,3642.1548412221864,2474.198585613185,1897.0760131947018,3642.1548412221864,2474.198585613185,1897.0760131947018,51751.11999679613,43702.476779520744,12584.219026852883,51751.11999679613,43702.476779520744,12584.219026852883
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],1.0294143394889885,3.141357126825653,0.9277452813276713,1.4955238591320101,0.6315223916767478,3.273355405423032,1.2289069714197616,1.1004769031367332,1.0813965746618042,1.7415777980940652,1.2289069714197616,1.1004769031367332,1.0813965746618042,1.7415777980940652,1.2289069714197616,1.1004769031367332,1.0813965746618042,1.7415777980940652,2.369707155830659,2.3010310264324563,1.9092874714918566,3.556820332279528,2.387143458503483,2.0801935515964343,1.9341169647907208,3.6328629091244298,3.5000349652192746,2.232270772204226,2.1525404930361574,11.482110800782266,1.0974290252999361,0.7930885228478934,0.943070218999879,1.7453658760450066,1.5193636457274509,3.698379264433911,1.2626909977811325,1.2419817265992412,1.0173743832186235,1.2626909977811325,1.2419817265992412,1.0173743832186235,1.2626909977811325,1.2419817265992412,1.0173743832186235,0.9303898659996553,0.8194812664032027,1.5486303318320758,0.9303898659996553,0.8194812664032027,1.5486303318320758
W kernel support pred1 [uv-pixels],1.360076497903163,4.152243884421715,1.2579947820582256,2.028201085869188,0.8562447602865451,4.440988248890393,1.6237310733906263,1.4539920602835388,1.4287754113524112,2.301386010029393,1.6237310733906263,1.4539920602835388,1.4287754113524112,2.301386010029393,1.6237310733906263,1.4539920602835388,1.4287754113524112,2.301386010029393,3.214407690591284,3.121204743303248,2.5895999552439983,4.825828428432341,3.2380715158133158,2.8215137606097245,2.623291803270358,4.929071824840054,4.748732231209706,3.027889947625657,2.919690630485101,15.596957909083875,1.4881541550537494,1.0753598233231467,1.2787807798451092,2.3671782452202286,2.0605445917077523,5.018025654595867,1.7123334284678542,1.6842402039494428,1.3795655352668852,1.7123334284678542,1.6842402039494428,1.3795655352668852,1.7123334284678542,1.6842402039494428,1.3795655352668852,1.2615817564278433,1.1111553088492665,2.100251228342929,1.2615817564278433,1.1111553088492665,2.100251228342929
W kernel support pred2 [uv-pixels],1.811813828366153,5.534411969128499,1.5614781265993587,2.5178215366082037,1.0627241463764328,5.514872267976131,2.1631746308248845,1.9369667501455365,1.90336230037035,3.066413929551088,2.1631746308248845,1.9369667501455365,1.90336230037035,3.066413929551088,2.1631746308248845,1.9369667501455365,1.90336230037035,3.066413929551088,3.9910706024551126,3.875299304943008,3.2150176452881536,5.993043637056664,4.0204648156225975,3.503057042232142,3.25686229648103,6.121331591722376,5.8972472648650225,3.7593914954082543,3.6249984478440185,19.3883741177524,1.8472385888565057,1.3347372058719922,1.5872847194335604,2.9387825344524696,2.5579859584870728,6.2318656665187895,2.1255926751597314,2.090709523723992,1.7124150686077098,2.1255926751597314,2.090709523723992,1.7124150686077098,2.1255926751597314,2.090709523723992,1.7124150686077098,1.5659314775384814,1.3791761906151137,2.6072944346129496,1.5659314775384814,1.3791761906151137,2.6072944346129496
W kernel support pred3 [uv-pixels],2.3978903498232453,7.329384403949068,2.117682214084188,3.4154270377632847,1.4410788661702658,7.485016216423158,2.863118974298563,2.563595873694662,2.519102040719342,4.059323663169612,2.863118974298563,2.563595873694662,2.519102040719342,4.059323663169612,2.863118974298563,2.563595873694662,2.519102040719342,4.059323663169612,5.41544445339441,5.2582450072125,4.361791508351496,8.134627587587662,5.455358095048305,4.752835201888479,4.418597789952799,8.308924614638832,8.004478634147391,5.100865681187804,4.918394093114829,26.359733298778945,2.505405471916936,1.810069942711834,2.1526950671975813,3.9868073793114505,3.4699395952647767,8.45910509557216,2.883121361276135,2.8357840710771236,2.3224697383292496,2.883121361276135,2.8357840710771236,2.3224697383292496,2.883121361276135,2.8357840710771236,2.3224697383292496,2.123724229587107,1.8703565635419344,3.5368638261742515,2.123724229587107,1.8703565635419344,3.5368638261742515
W kernel support pred4 [uv-pixels],3.193071518202192,9.767672167625493,3.109233844147126,5.016352011284718,2.1153835422931975,11.002967168011494,3.8129240593239326,3.413840428178912,3.354560264816597,5.407104175632164,3.8129240593239326,3.413840428178912,3.354560264816597,5.407104175632164,3.8129240593239326,3.413840428178912,3.354560264816597,5.407104175632164,7.95744705233142,7.72620233173249,6.407740805027872,11.959323669843284,8.016163118697584,6.982817052928114,6.491276055789034,12.215954938669173,,,,,3.678902413304805,2.657345107623619,3.16067275891872,5.856360762735758,5.096484815405919,12.437088059817922,4.2339641459102175,4.16439590737188,3.410108312639975,4.2339641459102175,4.16439590737188,3.410108312639975,4.2339641459102175,4.16439590737188,3.410108312639975,3.118110371690801,2.7459019371368574,5.19486504661954,3.118110371690801,2.7459019371368574,5.19486504661954
W kernel support pred5 [uv-pixels],4.238237269222295,12.977072907011959,4.0047821322355075,6.4630165743339525,2.724210740943211,14.185977559292022,5.061528719584757,4.531446844287081,4.452713282741538,7.179563678333541,5.061528719584757,4.531446844287081,4.452713282741538,7.179563678333541,5.061528719584757,4.531446844287081,4.452713282741538,7.179563678333541,10.256047046579969,9.95773804764468,8.257159671221489,15.420480304933406,,,,,,,,,4.7389526380150935,3.422481139286683,4.071070492867595,7.5461125261489395,6.566330143842519,16.03726925778319,5.454399001340415,5.364723809679823,4.392526057917509,5.454399001340415,5.364723809679823,4.392526057917509,5.454399001340415,5.364723809679823,4.392526057917509,4.016221081646596,3.536589230893872,6.693172258566587,4.016221081646596,3.536589230893872,6.693172258566587
W kernel support pred6 [uv-pixels],5.6341142887710225,17.270722901978413,5.62779592675401,9.08642729874596,3.827185521035381,19.966796839617643,6.7294379674553975,6.024179138993435,6.024178905468528,9.548335638367364,6.7294379674553975,6.024179138993435,6.024178905468528,9.548335638367364,6.7294379674553975,6.024179138993435,6.024178905468528,9.548335638367364,11.343459033929507,11.013390457126178,9.131884851500889,17.058684012208907,,,,,,,,,6.660467967800497,4.808921053829183,5.721025835678369,9.874788220569497,8.591573039033992,21.005402513288715,7.667033306135155,7.540856746922219,6.173159428439063,7.667033306135155,7.540856746922219,6.173159428439063,7.667033306135155,7.540856746922219,6.173159428439063,5.643883855655341,4.969375307806349,9.410375101914877,5.643883855655341,4.969375307806349,9.410375101914877
W kernel support pred7 [uv-pixels],12.565332679577319,25.836184103467893,7.108988472585191,11.482231856345278,4.833362242626887,25.254896600628864,13.437834202593292,13.437834202593292,13.437834202593292,14.266359102566138,13.437834202593292,13.437834202593292,13.437834202593292,14.266359102566138,13.437834202593292,13.437834202593292,13.437834202593292,14.266359102566138,,,,,,,,,,,,,8.414458081415233,6.073981521174626,7.226836004954132,,,,9.687164170853983,9.527613385796398,7.798386938485933,9.687164170853983,9.527613385796398,7.798386938485933,9.687164170853983,9.527613385796398,7.798386938485933,7.129324311440533,6.276772175774758,11.89197915006464,7.129324311440533,6.276772175774758,11.89197915006464
W kernel support pred8 [uv-pixels],,,8.15622628046188,13.176986077762242,5.544530783814399,29.00027798834749,,,,,,,,,,,,,,,,,,,,,,,,,9.654771319889848,6.968286752202084,8.291495093596692,,,,11.115888994955009,10.93270878844633,8.947560711913738,11.115888994955009,10.93270878844633,8.947560711913738,11.115888994955009,10.93270878844633,8.947560711913738,8.179568229167806,7.201031460817419,13.647503172713481,8.179568229167806,7.201031460817419,13.647503172713481
W kernel support pred9 [uv-pixels],,,9.488757167249995,15.33440385738553,6.449189360826283,33.77336870342341,,,,,,,,,,,,,,,,,,,,,,,,,11.233202203866426,8.10608518125104,9.646211279468067,,,,12.934333398013832,12.721049388262585,10.40990967364361,12.934333398013832,12.721049388262585,10.40990967364361,12.934333398013832,12.721049388262585,10.40990967364361,9.515927241461998,8.37696802709126,15.947681909141098,9.515927241461998,8.37696802709126,15.947681909141098
W kernel support pred10 [uv-pixels],,,12.209965883943491,17.3990050418302,7.3142739882855485,38.346305040857835,,,,,,,,,,,,,,,,,,,,,,,,,12.743243772170052,9.194286861603597,10.942055949347512,,,,14.67422775227981,14.432111589031296,11.808802107090385,14.67422775227981,14.432111589031296,11.808802107090385,14.67422775227981,14.432111589031296,11.808802107090385,10.794197835236588,9.501673742656614,20.534021107877123,10.794197835236588,9.501673742656614,20.534021107877123
W kernel support pred11 [uv-pixels],,,15.15700230651322,19.388579060747947,8.147345974240066,42.757628789782075,,,,,,,,,,,,,,,,,,,,,,,,,14.197986479162166,10.242374432953676,12.19029148603498,,,,16.35061586216441,16.08069462877727,13.156380824339209,16.35061586216441,16.08069462877727,13.156380824339209,16.35061586216441,16.08069462877727,13.156380824339209,12.025492059778244,10.584944693962415,25.505988589933526,12.025492059778244,10.584944693962415,25.505988589933526
AW kernel support pred0 [uv-pixels],10.05284506407741,10.481799683177423,10.042943358748259,10.11121118428614,10.019921183881095,10.522112697087605,10.075227657199816,10.060370242408448,10.058300977386304,10.150521820419588,10.075227657199816,10.060370242408448,10.058300977386304,10.150521820419588,10.075227657199816,10.060370242408448,10.058300977386304,10.150521820419588,10.27694079015711,10.261322711259247,10.18063743823518,10.613716167116824,10.280975337558008,10.214068984107332,10.18532318748361,10.639440441888475,10.594821601034983,10.246122817946175,10.229048370897477,15.226255890449258,10.060037299412501,10.031400171714468,10.044370634239085,10.151172446632081,10.114764747039755,10.661988988157638,10.079404176630558,10.07683078200713,10.051619304153409,10.079404176630558,10.07683078200713,10.051619304153409,10.079404176630558,10.07683078200713,10.051619304153409,10.043188004949169,10.033521293443583,10.11920233539533,10.043188004949169,10.033521293443583,10.11920233539533
AW kernel support pred1 [uv-pixels],10.092066591147153,10.827794294117224,10.07881693809773,10.203607187888064,10.036590810106695,10.941772097187117,10.130967505559095,10.105151800510844,10.101554295061986,10.261402319720196,10.130967505559095,10.105151800510844,10.101554295061986,10.261402319720196,10.130967505559095,10.105151800510844,10.101554295061986,10.261402319720196,10.503923876406017,10.475777730059889,10.329860983004549,11.103540877605925,10.511189615905593,10.390425395589443,10.338358664948002,11.1488003414911,11.070251027132578,10.44835477646756,10.417513781020041,18.527414714895706,10.110123777145548,10.05765373979526,10.081432451933667,10.276357956233518,10.210085406813013,11.188412821762626,10.14554511942303,10.140841437701296,10.094711539518908,10.14554511942303,10.140841437701296,10.094711539518908,10.14554511942303,10.140841437701296,10.094711539518908,10.079265277199106,10.061543923294472,10.218172792733345,10.079265277199106,10.061543923294472,10.218172792733345
