Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
"W kernel support bw, ff9 [pixels]",,,,,10.055318090808564,93.16687056531458,10.034435637580044,37.15601976205577,10.053517675138638,33.20952564102108,20.323839633334654,10.023820154485582,10.023820154485582,10.02919278557606,10.02919278557606,10.042636750310486,10.052869401938212,10.052869401938212,10.023940640484188,24.57477502234682,,,10.056276133233336,12.934580535039318
"W kernel support bw, ff10 [pixels]",,,,,10.091214162768077,105.7986282023812,10.05036531296077,41.84536926702605,10.06872985995818,37.31840167463097,22.43017078163076,10.039309941397352,10.039309941397352,10.048169794809816,10.048169794809816,10.070328231651953,10.067897841934053,10.067897841934053,10.03075600803616,27.36999917217426,,,10.09279142087617,13.659703673267474
"W kernel support bw, ff11 [pixels]",,,,,10.139886129510414,118.02390971876508,10.07731329724573,46.40031930391756,10.101759652955478,41.315662851830574,24.50850030336983,10.060357566621361,10.060357566621361,10.07394671237723,10.07394671237723,10.107908094329536,10.084113691846483,10.084113691846483,10.03811532524804,30.107796445824338,,,10.14229973094188,14.403281513800245
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.038488735157487415,0.014676972949389447,0.038491910066275316,0.038491910066275316,0.16159655896728614,0.00829762418386835,0.08562777854548673,0.010774966083311655,0.05982212222525384,9.807483168023719e-06,0.005593146362269039,0.17047392313510726,0.17047392313510726,0.23329011552716922,0.23329011552716922,0.17061522551054448,0.014730509363455834,0.014730509363455834,0.012543704114844647,0.03484384842735502,0.02205242400069967,0.006375279933568732,1.7483180273132042,1.1271211366889382
I/O Rate [TeraBytes/s],48.06024328128189,0.7371537124080442,27.033886845721064,27.033886845721064,297.07015018673894,0.018753907706308397,366.45509727838686,0.06894999999999998,220.35062524511457,0.002164472474483216,1.303849853521388,846.5898654265751,846.5898654265751,1012.6081726774662,1012.6081726774662,574.1578326076426,211.43490041948016,211.43490041948016,339.0434164780044,0.9037414399999999,33.74282484679365,0.9525730417777777,1590.5849343999998,22.593535999999997
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],5.555318701282753,1.5990601013927581,5.6463066310795815,5.6463066310795815,6.747597291872577,0.15288811744956016,6.052099726342913,0.2979680107349471,4.944973023594144,0.003352561214264523,1.7404452455351864,8.245711239319819,8.245711239319819,10.38484971562484,10.38484971562484,8.272758089325691,3.352162269322808,3.352162269322808,3.1326279610108783,1.5812594683186998,3.482961130377406,1.4851736872098014,23.361663413783123,9.578390729762852
-> Gridding total [PetaFLOPS],1.2977587286171337,0.24214763119312538,1.3208033492531988,1.3208033492531988,0.7993484995027103,0.015493627693231038,0.6877114817586726,0.031036182873509066,0.5523722794605235,0.000898454596622746,0.25748461850460447,1.1170242859279345,1.1170242859279345,1.4461555367515435,1.4461555367515435,1.1184727346289511,0.5677199142548055,0.5677199142548055,0.5511401514903067,0.20648061887071845,0.8632076044144358,0.2802488298693958,3.959154262192488,0.9718896331572624
-> FFT total [PetaFLOPS],0.7856267464939019,0.44988032075100265,0.7978288523733152,0.7978288523733152,2.4961431141694286,0.053864388303123636,2.433895211409154,0.11259002380242723,2.01652704159027,0.0003286056462739487,0.6578029758531663,2.8281415285113294,2.8281415285113294,3.47914106092163,3.47914106092163,2.8504183010905733,1.0455266948910675,1.0455266948910675,0.9351727490438708,0.5247255248159807,0.39593255901928237,0.33312883863296894,4.2411668487045775,3.283707322105177
-> Phase Rotation [PetaFLOPS],0.0008854178895797627,0.0,0.0009577330510012155,0.0009577330510012155,0.000462535750891851,0.0,0.0005240182416794567,0.0,0.000413966039471314,0.0,0.0,0.0008480285603824697,0.0008480285603824697,0.0011221864993444719,0.0011221864993444719,0.0008379348514393705,0.0008173717040403482,0.0008173717040403482,0.0008160355297152481,0.0,0.0006111991037713556,0.0,0.0020991908823024723,0.0016027157502912907
-> Projection [PetaFLOPS],0.32188550581105296,0.30619748109236333,0.3214192473456408,0.3214192473456408,0.9549600422742852,0.036066374426775856,0.9277863713474823,0.06177308290848242,0.7655754551105861,0.00021155089288586623,0.1871569994394127,1.087625856052242,1.087625856052242,1.3257235537829184,1.3257235537829184,1.084510348054918,0.3851322358203021,0.3851322358203021,0.3484472398722729,0.31004108483531184,0.16220890755813358,0.226717766683211,1.6347239326455687,2.2054293918314083
-> Conv Kernel Calc Total [PetaFLOPS],3.149162302471085,0.600834668356267,3.2052974490564243,3.2052974490564243,2.4966831001752614,0.04746372702642962,2.0021826435859245,0.09256872115052849,1.610084281393293,0.001913950078481962,0.6380006517380025,3.212071540267929,3.212071540267929,4.132707377669404,4.132707377669404,3.2185187706998093,1.3529660526525926,1.3529660526525926,1.2970517850747127,0.540012239796689,2.061000860281783,0.6450782520242258,13.524519179358183,3.115761666918711
-> Gridding Backward [PetaFLOPS],0.1230081571324388,0.04524446660214402,0.14563010916188815,0.14563010916188815,0.05945821972798001,0.006001965219947764,0.0672710525064886,0.015137995440663554,0.05323100220306492,0.00027220639268189654,0.07771222733202124,0.10876579971446267,0.10876579971446267,0.1439773099254488,0.1439773099254488,0.10764742263859524,0.10522372129617394,0.10522372129617394,0.10473087937075504,0.0988388636997009,0.08416591819344099,0.08471196797710548,0.26989905812287235,0.2584043482140809
-> Gridding Predict [PetaFLOPS],1.1747505714846955,0.1969031645909813,1.175173240091311,1.175173240091311,0.73989027977473,0.009491662473283277,0.6204404292521839,0.01589818743284551,0.4991412772574586,0.0006262482039408495,0.17977239117258328,1.008258486213472,1.008258486213472,1.3021782268260942,1.3021782268260942,1.0108253119903559,0.46249619295863154,0.46249619295863154,0.4464092721195517,0.10764175517101755,0.7790416862209949,0.19553686189229022,3.6892552040696165,0.713485284943182
-> FFT Backward [PetaFLOPS],0.44073447133842625,0.4464739944990264,0.45343616151114696,0.45343616151114696,1.330521466516848,0.05345654721414851,1.2978430709946174,0.10235456709311566,1.0822293550217492,0.00027383803856162394,0.32890148792658314,1.4985938835894548,1.4985938835894548,1.850223277434793,1.850223277434793,1.5246791499604997,0.5738315872043811,0.5738315872043811,0.5082223165253407,0.5207524985513978,0.22211793272056968,0.3306065111249963,2.231050490483033,3.264008211242804
-> iFFT Predict [PetaFLOPS],0.34489227515547566,0.0034063262519762154,0.3443926908621683,0.3443926908621683,1.1656216476525807,0.00040784108897513215,1.1360521404145365,0.010235456709311563,0.9342976865685206,5.4767607712324784e-05,0.328901487926583,1.329547644921875,1.329547644921875,1.6289177834868367,1.6289177834868367,1.3257391511300738,0.4716951076866863,0.4716951076866863,0.42695043251853027,0.003973026264582808,0.1738146262987127,0.0025223275079726886,2.010116358221545,0.019699110862373234
-> Phase Rotation [PetaFLOPS],0.0008854178895797627,0.0,0.0009577330510012155,0.0009577330510012155,0.000462535750891851,0.0,0.0005240182416794567,0.0,0.000413966039471314,0.0,0.0,0.0008480285603824697,0.0008480285603824697,0.0011221864993444719,0.0011221864993444719,0.0008379348514393705,0.0008173717040403482,0.0008173717040403482,0.0008160355297152481,0.0,0.0006111991037713556,0.0,0.0020991908823024723,0.0016027157502912907
-> ReProjection [PetaFLOPS],0.32188550581105296,0.30619748109236333,0.3214192473456408,0.3214192473456408,0.9549600422742852,0.036066374426775856,0.9277863713474823,0.06177308290848242,0.7655754551105861,0.00021155089288586623,0.1871569994394127,1.087625856052242,1.087625856052242,1.3257235537829184,1.3257235537829184,1.084510348054918,0.3851322358203021,0.3851322358203021,0.3484472398722729,0.31004108483531184,0.16220890755813358,0.226717766683211,1.6347239326455687,2.2054293918314083
-> Conv Kernel Calc B-ward [PetaFLOPS],0.2602454199353159,0.12384492339040659,0.3152054381192561,0.3152054381192561,0.12356228993733359,0.01899089764123716,0.13975741718676415,0.04547421514578033,0.11062861560709172,0.0005813596559044603,0.19831330185179963,0.22591862664400622,0.22591862664400622,0.2990788768140674,0.2990788768140674,0.22367530744889658,0.21873763053426734,0.21873763053426734,0.21756848344083152,0.26076874377663917,0.17768896564886452,0.20333525717785317,0.5609102549445659,0.5650281095796282
-> Conv Kernel Calc Predict [PetaFLOPS],2.8889168825357694,0.47698974496586033,2.8900920109371677,2.8900920109371677,2.3731208102379275,0.028472829385192473,1.8624252263991603,0.04709450600474815,1.499455665786201,0.0013325904225775015,0.4396873498862029,2.9861529136239224,2.9861529136239224,3.833628500855337,3.833628500855337,2.9948434632509118,1.1342284221183256,1.1342284221183256,1.0794833016338812,0.2792434960200498,1.8833118946329186,0.44174299484637264,12.963608924413617,2.550733557339083
